NAME,MSINI,RA,DEC,A,PER,ECC,OM,T0,MSTAR,STAR,RSTAR,TEFF
KOI 1273.01,,,,0.2272,40.0587473,0,,,0.972,KOI 1273,0.872,5674
KOI 1391.01,,,,0.0797,7.981186943,0,,,1.056,KOI 1391,0.989,6217
KOI 1393.01,,,,0.0231,1.694740676,0,,,0.569,KOI 1393,0.563,3872
KOI 1456.01,,,,0.0762,7.886631104,0,,,0.946,KOI 1456,1.135,5847
KOI 1457.01,,,,0.0787,8.027680595,0,,,1.009,KOI 1457,0.887,5569
KOI 1274.01,,,,1.4108,704.962626,0,,,0.753,KOI 1274,0.818,5305
KOI 1275.01,,,,0.2551,50.28638192,0,,,0.875,KOI 1275,0.945,5642
KOI 1276.01,,,,0.1549,22.79021423,0,,,0.953,KOI 1276,0.857,5632
KOI 1276.02,,,,0.108,13.26084292,0,,,0.953,KOI 1276,0.857,5632
KOI 1335.01,,,,0.5102,127.8338098,0,,,1.084,KOI 1335,1.689,6205
KOI 1336.04,,,,0.0533,4.45815716,0,,,1.017,KOI 1336,1.083,6100
KOI 1395.01,,,,0.066,6.230330323,0,,,0.983,KOI 1395,0.865,5477
KOI 166.01,,,,0.0965,12.49341307,0,,,0.767,KOI 166,0.758,5193
KOI 1397.01,,,,0.0544,6.247032753,0,,,0.549,KOI 1397,0.542,3957
KOI 1207.01,,,,0.101,13.73469807,0,,,0.726,KOI 1207,0.772,5196
KOI 1208.01,,,,1.6115,700.0029822,0,,,1.136,KOI 1208,1.118,6487
KOI 1209.01,,,,0.7652,272.0868353,0,,,0.806,KOI 1209,0.791,5587
KOI 1210.01,,,,0.1248,14.5539759,0,,,1.221,KOI 1210,1.144,6362
KOI 1278.01,,,,0.1648,24.80568031,0,,,0.968,KOI 1278,0.887,6102
KOI 1278.02,,,,0.2427,44.3470995,0,,,0.968,KOI 1278,0.887,6102
KOI 1337.01,,,,0.0282,1.92279873,0,,,0.808,KOI 1337,0.778,5155
KOI 1338.01,,,,0.0412,3.222969273,0,,,0.899,KOI 1338,0.96,5823
KOI 1338.02,,,,0.2285,42.036634,0,,,0.899,KOI 1338,0.96,5823
KOI 1338.03,,,,0.1439,21.0111664,0,,,0.899,KOI 1338,0.96,5823
KOI 1339.01,,,,0.0523,4.16809082,0,,,1.096,KOI 1339,1.183,5739
KOI 1398.01,,,,0.0615,5.82349237,0,,,0.916,KOI 1398,0.864,5774
KOI 1399.01,,,,0.0798,8.75061175,0,,,0.884,KOI 1399,0.78,4939
KOI 1402.01,,,,0.075,7.1396941,0,,,1.101,KOI 1402,0.993,6014
KOI 1403.01,,,,0.1139,18.7546998,0,,,0.56,KOI 1403,0.54,3977
KOI 1212.01,,,,0.0991,11.30119217,0,,,1.014,KOI 1212,0.994,5948
KOI 1214.01,,,,0.0491,4.24153639,0,,,0.875,KOI 1214,1.047,5776
KOI 1215.01,,,,0.1363,17.32417247,0,,,1.125,KOI 1215,1.692,5941
KOI 1279.01,,,,0.1138,14.37457351,0,,,0.95,KOI 1279,1.031,5775
KOI 1279.02,,,,0.0873,9.65185017,0,,,0.95,KOI 1279,1.031,5775
KOI 1281.01,,,,0.2583,49.4781649,0,,,0.937,KOI 1281,0.851,5767
KOI 1282.01,,,,0.1996,30.8638931,0,,,1.12,KOI 1282,1.592,6034
KOI 1341.01,,,,0.0568,4.51436633,0,,,1.199,KOI 1341,1.204,6235
KOI 1342.02,,,,0.0759,8.1818246,0,,,0.868,KOI 1342,0.969,6224
KOI 1404.01,,,,0.0862,13.32388301,0,,,0.48,KOI 1404,0.45,3750
KOI 167.01,,,,0.06,4.919583795,0,,,1.19,KOI 167,1.168,6495
KOI 1405.01,,,,0.107,11.41909375,0,,,1.249,KOI 1405,1.167,6299
KOI 1406.01,,,,0.1016,11.36112327,0,,,1.079,KOI 1406,1.017,6244
KOI 1408.01,,,,0.0978,14.53410194,0,,,0.59,KOI 1408,0.57,4023
KOI 1215.02,,,,0.2095,33.0063025,0,,,1.125,KOI 1215,1.692,5941
KOI 1216.01,,,,0.0972,11.13125132,0,,,0.989,KOI 1216,1.087,5993
KOI 1218.01,,,,0.1808,29.6193421,0,,,0.897,KOI 1218,0.988,5616
KOI 153.01,,,,0.0747,8.925076369,0,,,0.696,KOI 153,0.709,4591
KOI 1283.01,,,,0.0786,8.09219642,0,,,0.989,KOI 1283,1.922,5662
KOI 1344.01,,,,0.0512,4.48758907,0,,,0.887,KOI 1344,0.801,5977
KOI 1409.01,,,,0.1144,16.56059504,0,,,0.727,KOI 1409,0.855,5818
KOI 1410.01,,,,0.1266,15.74957994,0,,,1.088,KOI 1410,1.021,6178
KOI 1412.01,,,,0.2281,37.8144514,0,,,1.102,KOI 1412,1.138,6228
KOI 1220.01,,,,0.0697,6.40087618,0,,,1.098,KOI 1220,1.878,5353
KOI 1288.01,,,,0.4809,117.9310878,0,,,1.061,KOI 1288,1.111,6387
KOI 1226.01,,,,0.4867,137.7596012,0,,,0.809,KOI 1226,0.87,5228
KOI 1227.01,,,,0.0315,2.155278068,0,,,0.895,KOI 1227,0.815,5658
KOI 1230.01,,,,0.7158,165.7419042,0,,,1.782,KOI 1230,7.062,5015
KOI 1355.01,,,,0.2648,51.92927591,0,,,0.915,KOI 1355,0.833,5735
KOI 1356.01,,,,,384.0257068,,,,,KOI 1356,,
KOI 1357.01,,,,0.0398,3.014331377,0,,,0.925,KOI 1357,0.953,5209
KOI 1358.01,,,,0.0571,5.644915227,0,,,0.778,KOI 1358,0.729,4750
KOI 161.01,,,,0.0387,3.105508189,0,,,0.804,KOI 161,0.842,4938
KOI 1420.01,,,,0.1004,13.35150733,0,,,0.755,KOI 1420,0.754,4843
KOI 1421.01,,,,2.8364,1693.663623,0,,,1.059,KOI 1421,1.021,5923
KOI 1232.01,,,,0.4011,119.4082353,0,,,0.602,KOI 1232,0.606,5064
KOI 1299.01,,,,0.3036,52.5010768,0,,,1.353,KOI 1299,4.16,4995
KOI 1300.01,,,,0.0116,0.631332353,0,,,0.526,KOI 1300,0.53,4441
KOI 1358.02,,,,0.0764,8.74287133,0,,,0.778,KOI 1358,0.729,4750
KOI 1358.03,,,,0.0427,3.64829642,0,,,0.778,KOI 1358,0.729,4750
KOI 1358.04,,,,0.0318,2.345858578,0,,,0.778,KOI 1358,0.729,4750
KOI 1359.01,,,,0.2093,37.101107,0,,,0.886,KOI 1359,0.85,5986
KOI 1359.02,,,,0.4183,104.8206039,0,,,0.886,KOI 1359,0.85,5986
KOI 1423.01,,,,0.4494,124.4198398,0,,,0.781,KOI 1423,0.72,5446
KOI 1424.01,,,,0.0204,1.21956827,0,,,0.765,KOI 1424,0.714,4845
KOI 1425.01,,,,0.0315,2.053879821,0,,,0.987,KOI 1425,0.894,5868
KOI 1236.01,,,,0.2191,35.7355719,0,,,1.097,KOI 1236,1.067,6781
KOI 1236.03,,,,0.2901,54.4205407,0,,,1.097,KOI 1236,1.067,6781
KOI 1238.01,,,,0.1656,27.07237711,0,,,0.825,KOI 1238,0.836,5589
KOI 1302.01,,,,0.2901,55.63934,0,,,1.05,KOI 1302,0.962,5949
KOI 1303.01,,,,0.1849,34.2963017,0,,,0.716,KOI 1303,0.783,5433
KOI 1304.01,,,,0.055,4.59725385,0,,,1.045,KOI 1304,0.959,5999
KOI 1602.01,,,,0.089,9.97726191,0,,,0.943,KOI 1602,0.854,5806
KOI 1603.01,,,,0.0417,3.021668632,0,,,1.058,KOI 1603,0.989,6201
KOI 1715.01,,,,0.4237,105.0141157,0,,,0.917,KOI 1715,1.069,5855
KOI 1716.01,,,,0.0527,4.88083852,0,,,0.817,KOI 1716,0.861,4929
KOI 1717.01,,,,0.0954,10.56134221,0,,,1.034,KOI 1717,1.171,5610
KOI 1718.01,,,,0.3212,67.668827,0,,,0.963,KOI 1718,1.079,6126
KOI 1488.01,,,,0.0463,3.949631375,0,,,0.849,KOI 1488,0.836,5155
KOI 1489.01,,,,0.1179,16.00454026,0,,,0.853,KOI 1489,0.777,5178
KOI 1491.01,,,,0.039,3.148664534,0,,,0.797,KOI 1491,0.873,5258
KOI 180.01,,,,0.0913,10.04556931,0,,,1.003,KOI 180,0.887,5691
KOI 1557.04,,,,0.0241,1.499146953,0,,,0.828,KOI 1557,0.892,4910
KOI 1606.01,,,,0.0581,5.082746517,0,,,1.009,KOI 1606,0.887,5569
KOI 1609.01,,,,0.2279,41.6979976,0,,,0.908,KOI 1609,1.055,5934
KOI 1720.01,,,,0.271,59.65943,0,,,0.746,KOI 1720,0.695,5349
KOI 1721.01,,,,0.2663,52.6298417,0,,,0.908,KOI 1721,0.827,5614
KOI 192.01,,,,0.0935,10.29099376,0,,,1.024,KOI 192,0.98,6190
KOI 1722.01,,,,0.115,14.878296,0,,,0.915,KOI 1722,0.851,5822
KOI 1723.01,,,,0.3059,59.6225257,0,,,1.072,KOI 1723,0.997,6108
KOI 1494.01,,,,0.0718,8.19593235,0,,,0.734,KOI 1494,0.747,4723
KOI 1495.01,,,,0.122,15.59461874,0,,,0.995,KOI 1495,0.929,5900
KOI 174.01,,,,0.2498,56.35418576,0,,,0.654,KOI 174,0.668,4616
KOI 1496.01,,,,0.2085,36.12896178,0,,,0.925,KOI 1496,0.914,5926
KOI 1558.01,,,,0.1989,32.50454063,0,,,0.994,KOI 1558,0.947,6133
KOI 1561.01,,,,0.0799,9.08590014,0,,,0.825,KOI 1561,0.866,5931
KOI 1612.01,,,,0.0366,2.465026158,0,,,1.079,KOI 1612,1.225,6104
KOI 1613.01,,,,0.1236,15.86621821,0,,,1.008,KOI 1613,1.327,6044
KOI 188.01,,,,0.0465,3.797018335,0,,,0.93,KOI 188,0.816,5262
KOI 1615.01,,,,0.0248,1.340597468,0,,,1.133,KOI 1615,1.022,5977
KOI 1724.01,,,,0.1311,17.42395198,0,,,0.986,KOI 1724,0.969,6018
KOI 1725.01,,,,0.0619,9.8851553,0,,,0.323,KOI 1725,0.316,3545
KOI 1726.01,,,,0.2245,44.96417488,0,,,0.743,KOI 1726,0.708,4684
KOI 1727.01,,,,0.2561,49.7701438,0,,,0.902,KOI 1727,0.822,5782
KOI 1498.01,,,,0.0686,5.83376092,0,,,1.264,KOI 1498,1.19,6198
KOI 1498.02,,,,,2.42149592,,,,,KOI 1498,,
KOI 1499.01,,,,0.1057,14.16399294,0,,,0.782,KOI 1499,0.885,5440
KOI 1499.02,,,,0.0161,0.840591182,0,,,0.782,KOI 1499,0.885,5440
KOI 1499.03,,,,0.061,6.20925415,0,,,0.782,KOI 1499,0.885,5440
KOI 1563.01,,,,0.0557,5.48711079,0,,,0.763,KOI 1563,0.803,5106
KOI 1563.02,,,,0.0733,8.29087418,0,,,0.763,KOI 1563,0.803,5106
KOI 1563.03,,,,0.0389,3.20539833,0,,,0.763,KOI 1563,0.803,5106
KOI 1616.01,,,,0.1188,13.93290318,0,,,1.149,KOI 1616,1.047,6028
KOI 1618.01,,,,0.0376,2.364369015,0,,,1.27,KOI 1618,1.506,6173
KOI 1619.01,,,,0.1281,20.6655144,0,,,0.656,KOI 1619,0.674,4827
KOI 1621.01,,,,0.1586,20.310501,0,,,1.294,KOI 1621,1.954,6081
KOI 1622.01,,,,0.4019,69.8347011,0,,,1.774,KOI 1622,2.022,7732
KOI 1626.01,,,,0.0339,2.534756273,0,,,0.808,KOI 1626,0.806,5662
KOI 1731.01,,,,0.034,2.59489414,0,,,0.776,KOI 1731,0.797,4748
KOI 1732.01,,,,0.229,43.3167737,0,,,0.855,KOI 1732,0.785,5668
KOI 1733.01,,,,0.1178,19.1811658,0,,,0.591,KOI 1733,0.587,5214
KOI 193.01,,,,0.2244,37.59030274,0,,,1.064,KOI 193,1.003,6147
KOI 1736.01,,,,0.2014,31.0033814,0,,,1.132,KOI 1736,1.03,6108
KOI 1501.01,,,,0.0331,2.617032536,0,,,0.706,KOI 1501,0.724,4831
KOI 1503.01,,,,0.5154,150.242127,0,,,0.807,KOI 1503,0.739,5514
KOI 1564.01,,,,0.2881,53.44945593,0,,,1.114,KOI 1564,1,5919
KOI 1627.01,,,,0.0878,10.29672521,0,,,0.856,KOI 1627,0.769,5412
KOI 1627.02,,,,0.0608,5.93918879,0,,,0.856,KOI 1627,0.769,5412
KOI 189.01,,,,0.1725,30.36044667,0,,,0.74,KOI 189,0.765,4939
KOI 1629.01,,,,0.0546,4.40966548,0,,,1.116,KOI 1629,1.149,5862
KOI 1738.01,,,,0.0464,4.167892514,0,,,0.766,KOI 1738,0.821,5302
KOI 1739.01,,,,,220.6565125,,,,,KOI 1739,,
KOI 1746.01,,,,0.0997,11.79162572,0,,,0.947,KOI 1746,0.859,5945
KOI 1747.01,,,,0.1467,20.55838541,0,,,0.993,KOI 1747,0.876,5650
KOI 1749.01,,,,0.1773,26.9644317,0,,,1.021,KOI 1749,0.905,5754
KOI 1750.01,,,,0.0743,7.76846622,0,,,0.906,KOI 1750,0.92,5798
KOI 1505.01,,,,0.0575,5.03251791,0,,,0.996,KOI 1505,0.908,5970
KOI 1506.01,,,,0.2241,40.4287755,0,,,0.917,KOI 1506,0.838,5812
KOI 1507.01,,,,0.1539,21.3587621,0,,,1.063,KOI 1507,0.992,6170
KOI 1508.01,,,,0.1572,22.0459018,0,,,1.065,KOI 1508,0.951,5900
KOI 1569.01,,,,0.1014,13.7521072,0,,,0.733,KOI 1569,0.701,4797
KOI 1570.01,,,,0.0699,6.33855761,0,,,1.132,KOI 1570,1.03,6108
KOI 1630.01,,,,0.0961,11.30504101,0,,,0.923,KOI 1630,0.839,5695
KOI 1632.01,,,,0.0542,4.59489604,0,,,1.003,KOI 1632,1.175,6432
KOI 1633.01,,,,0.1949,32.2968798,0,,,0.945,KOI 1633,0.843,5412
KOI 1637.01,,,,0.0378,2.970414375,0,,,0.821,KOI 1637,0.751,5079
KOI 1639.02,,,,0.0935,9.9824036,0,,,1.092,KOI 1639,1.139,6273
KOI 1773.01,,,,0.3188,83.09707658,0,,,0.626,KOI 1773,0.636,5286
KOI 22.01,,,,0.0796,7.891448474,0,,,1.08,KOI 22,1.193,5853
KOI 1510.01,,,,0.0161,0.839961832,0,,,0.784,KOI 1510,0.737,4924
KOI 1511.01,,,,0.0362,2.578855068,0,,,0.945,KOI 1511,0.854,5751
KOI 176.01,,,,0.1967,30.229104,0,,,1.109,KOI 176,1.09,6543
KOI 1572.01,,,,0.0916,9.803224,0,,,1.063,KOI 1572,0.992,6170
KOI 1573.01,,,,0.1668,24.81093193,0,,,1.003,KOI 1573,0.921,6086
KOI 1573.02,,,,0.0727,7.13697857,0,,,1.003,KOI 1573,0.921,6086
KOI 1641.01,,,,0.0571,4.85386933,0,,,1.05,KOI 1641,0.97,6061
KOI 1643.01,,,,0.0981,11.04603384,0,,,1.025,KOI 1643,1.025,6093
KOI 1646.01,,,,0.0429,3.72020177,0,,,0.76,KOI 1646,0.797,5017
KOI 190.01,,,,0.1043,12.26487306,0,,,1.003,KOI 190,1.284,5654
KOI 1751.01,,,,0.0774,8.689307296,0,,,0.817,KOI 1751,0.895,5211
KOI 1751.02,,,,0.1394,20.99747771,0,,,0.817,KOI 1751,0.895,5211
KOI 1754.01,,,,0.1274,15.13591895,0,,,1.202,KOI 1754,1.559,6047
KOI 1516.01,,,,0.1568,20.5533844,0,,,1.213,KOI 1516,1.137,6343
KOI 1517.01,,,,0.2234,40.0686727,0,,,0.924,KOI 1517,0.992,6026
KOI 1574.03,,,,0.063,5.83392471,0,,,0.977,KOI 1574,1.293,5991
KOI 1576.01,,,,0.0928,10.41572924,0,,,0.983,KOI 1576,1.084,5671
KOI 1647.03,,,,0.0662,6.33027476,0,,,0.964,KOI 1647,1.07,5900
KOI 1648.01,,,,0.2209,38.326218,0,,,0.977,KOI 1648,0.857,5448
KOI 1649.01,,,,0.0391,4.04355143,0,,,0.488,KOI 1649,0.479,3767
KOI 1758.01,,,,0.0608,5.59729237,0,,,0.953,KOI 1758,0.858,5610
KOI 1761.01,,,,0.0983,10.12740725,0,,,1.232,KOI 1761,1.162,6392
KOI 1762.01,,,,0.0175,0.870694618,0,,,0.94,KOI 1762,0.883,5985
KOI 1518.01,,,,0.1771,27.5073799,0,,,0.977,KOI 1518,0.88,5783
KOI 1519.01,,,,0.0563,5.14438011,0,,,0.896,KOI 1519,0.802,5192
KOI 1520.01,,,,0.1303,18.45847097,0,,,0.865,KOI 1520,0.865,5413
KOI 1521.01,,,,0.154,25.9422033,0,,,0.723,KOI 1521,0.762,5121
KOI 177.01,,,,0.1467,21.06075647,0,,,0.949,KOI 177,1.068,5757
KOI 1576.02,,,,0.1081,13.08424096,0,,,0.983,KOI 1576,1.084,5671
KOI 183.01,,,,0.0378,2.684328485,0,,,0.996,KOI 183,0.908,5970
KOI 1576.03,,,,0.159,23.3397956,0,,,0.983,KOI 1576,1.084,5671
KOI 1577.01,,,,0.0319,2.806242328,0,,,0.55,KOI 1577,0.53,3940
KOI 1650.01,,,,0.0686,6.53192704,0,,,1.005,KOI 1650,0.903,5638
KOI 1651.01,,,,0.2716,51.300634,0,,,1.014,KOI 1651,0.929,6032
KOI 1655.01,,,,0.0186,0.938466832,0,,,0.981,KOI 1655,0.989,5902
KOI 1656.01,,,,0.2714,51.3895448,0,,,1.008,KOI 1656,1.025,6084
KOI 195.01,,,,0.042,3.217518593,0,,,0.956,KOI 195,0.903,5866
KOI 1781.01,,,,0.0726,7.834427877,0,,,0.829,KOI 1781,0.768,4987
KOI 1781.02,,,,0.0383,3.005155704,0,,,0.829,KOI 1781,0.768,4987
KOI 1522.01,,,,0.2012,33.3855938,0,,,0.974,KOI 1522,1.022,5833
KOI 1525.01,,,,0.0854,7.71468975,0,,,1.394,KOI 1525,1.448,6915
KOI 1526.01,,,,0.0546,4.44448017,0,,,1.093,KOI 1526,1.033,6210
KOI 1581.01,,,,0.1791,29.5422963,0,,,0.875,KOI 1581,0.808,5514
KOI 1581.02,,,,0.5162,144.547396,0,,,0.875,KOI 1581,0.808,5514
KOI 1582.01,,,,0.5971,186.4359211,0,,,0.815,KOI 1582,0.766,5570
KOI 1583.01,,,,0.077,8.0472642,0,,,0.935,KOI 1583,0.847,5835
KOI 1584.01,,,,0.0534,5.8706191,0,,,0.59,KOI 1584,0.57,4187
KOI 191.01,,,,0.117,15.3587684,0,,,0.903,KOI 191,0.87,5700
KOI 1659.01,,,,0.2048,29.5391328,0,,,1.31,KOI 1659,1.298,6616
KOI 1660.01,,,,0.2104,35.6362807,0,,,0.978,KOI 1660,0.887,5926
KOI 1662.01,,,,0.0163,0.784031788,0,,,0.944,KOI 1662,0.83,5463
KOI 1458.01,,,,0.0882,8.98128219,0,,,1.133,KOI 1458,1.022,5977
KOI 1527.01,,,,0.633,192.662987,0,,,0.911,KOI 1527,0.861,5734
KOI 1528.01,,,,0.0451,3.989539666,0,,,0.771,KOI 1528,0.693,5208
KOI 1530.01,,,,0.102,12.98495573,0,,,0.838,KOI 1530,0.945,6212
KOI 1585.01,,,,0.1392,19.17891293,0,,,0.979,KOI 1585,0.881,5767
KOI 1586.01,,,,0.0679,6.9913086,0,,,0.854,KOI 1586,0.769,4848
KOI 1587.01,,,,0.257,52.9716597,0,,,0.808,KOI 1587,0.789,5204
KOI 1588.01,,,,0.0366,3.517494394,0,,,0.53,KOI 1588,0.51,3916
KOI 1665.01,,,,0.0759,6.93366476,0,,,1.208,KOI 1665,1.129,6194
KOI 1665.02,,,,0.0682,5.91393977,0,,,1.208,KOI 1665,1.129,6194
KOI 1669.01,,,,0.3101,61.0370117,0,,,1.066,KOI 1669,1.015,6372
KOI 1672.01,,,,0.1805,33.8678531,0,,,0.683,KOI 1672,0.691,4564
KOI 1675.01,,,,0.1133,14.62404613,0,,,0.905,KOI 1675,0.825,5771
KOI 1463.01,,,,2.1525,1064.268141,0,,,1.174,KOI 1463,2.173,6340
KOI 1465.01,,,,0.0877,9.771461688,0,,,0.939,KOI 1465,0.85,5804
KOI 1466.01,,,,0.7522,281.5626054,0,,,0.718,KOI 1466,0.674,4769
KOI 1531.01,,,,0.0625,5.69919514,0,,,1.001,KOI 1531,1.034,6070
KOI 1532.01,,,,0.1441,18.11472949,0,,,1.215,KOI 1532,1.328,6453
KOI 1533.01,,,,0.0671,6.24146367,0,,,1.026,KOI 1533,1.037,6334
KOI 1534.01,,,,0.1543,20.42228798,0,,,1.175,KOI 1534,1.173,6422
KOI 1677.01,,,,0.2616,52.0688601,0,,,0.88,KOI 1677,0.802,5693
KOI 191.02,,,,0.0341,2.418405445,0,,,0.903,KOI 191,0.87,5700
KOI 1677.02,,,,,8.51170088,,,,,KOI 1677,,
KOI 1681.01,,,,0.0532,6.93911381,0,,,0.417,KOI 1681,0.4,3608
KOI 1683.01,,,,0.0866,9.1149903,0,,,1.039,KOI 1683,1.028,5962
KOI 1470.01,,,,0.124,15.4339775,0,,,1.065,KOI 1470,0.951,5900
KOI 1534.02,,,,0.0801,7.63846023,0,,,1.175,KOI 1534,1.173,6422
KOI 1535.01,,,,0.3341,70.6979061,0,,,0.991,KOI 1535,1.147,6174
KOI 1536.01,,,,0.0486,3.744439,0,,,1.094,KOI 1536,1.225,5849
KOI 1537.01,,,,0.1018,10.19154698,0,,,1.366,KOI 1537,1.824,6260
KOI 1590.01,,,,0.0973,12.89010472,0,,,0.738,KOI 1590,0.767,4962
KOI 1590.02,,,,0.0313,2.355746434,0,,,0.738,KOI 1590,0.767,4962
KOI 1590.03,,,,0.05,4.74664825,0,,,0.738,KOI 1590,0.767,4962
KOI 1591.01,,,,0.1331,19.65644811,0,,,0.817,KOI 1591,0.741,5284
KOI 1684.01,,,,0.3252,62.81583395,0,,,1.16,KOI 1684,1.156,6428
KOI 1685.01,,,,0.351,70.4680266,0,,,1.158,KOI 1685,1.142,6458
KOI 1687.01,,,,0.0444,3.932461302,0,,,0.756,KOI 1687,0.779,4841
KOI 1688.01,,,,0.0169,0.921032135,0,,,0.76,KOI 1688,0.819,5738
KOI 1472.01,,,,0.3629,85.35129427,0,,,0.876,KOI 1472,0.804,5635
KOI 1473.01,,,,0.1611,23.02030318,0,,,1.051,KOI 1473,0.95,5610
KOI 1474.01,,,,0.3608,69.7266406,0,,,1.292,KOI 1474,1.423,6287
KOI 1475.01,,,,0.0223,1.60932168,0,,,0.57,KOI 1475,0.56,4056
KOI 1475.02,,,,0.0729,9.51221128,0,,,0.57,KOI 1475,0.56,4056
KOI 1475.03,,,,0.0457,4.72941969,0,,,0.57,KOI 1475,0.56,4056
KOI 179.01,,,,0.146,20.74028413,0,,,0.965,KOI 179,1.006,6065
KOI 1595.01,,,,0.2281,40.1099547,0,,,0.983,KOI 1595,0.906,5960
KOI 191.03,,,,0.015,0.708620008,0,,,0.903,KOI 191,0.87,5700
KOI 1693.01,,,,0.0429,3.403743097,0,,,0.909,KOI 1693,0.851,5601
KOI 1700.01,,,,0.0719,8.03755877,0,,,0.764,KOI 1700,0.804,5044
KOI 1701.01,,,,0.0421,2.439025374,0,,,1.67,KOI 1701,1.881,7292
KOI 1476.01,,,,0.2698,56.3592236,0,,,0.824,KOI 1476,0.821,5446
KOI 1477.01,,,,0.5442,169.49954,0,,,0.749,KOI 1477,0.719,5272
KOI 1478.01,,,,0.3355,76.13602028,0,,,0.868,KOI 1478,1.006,5565
KOI 1546.01,,,,0.0186,0.917569588,0,,,1.01,KOI 1546,0.893,5713
KOI 186.01,,,,0.0443,3.243259796,0,,,1.099,KOI 186,1.029,6109
KOI 1597.01,,,,0.0848,7.79670541,0,,,1.339,KOI 1597,1.283,6535
KOI 1702.01,,,,0.0163,1.538181528,0,,,0.242,KOI 1702,0.26,3304
KOI 1704.01,,,,0.0917,10.41890782,0,,,0.946,KOI 1704,1.064,5692
KOI 1705.01,,,,0.151,20.4998373,0,,,1.086,KOI 1705,1.076,6233
KOI 1706.01,,,,0.0279,1.921437396,0,,,0.784,KOI 1706,0.851,5238
KOI 1480.01,,,,0.1343,20.38177573,0,,,0.785,KOI 1480,0.714,5100
KOI 1480.02,,,,0.0659,7.00441825,0,,,0.785,KOI 1480,0.714,5100
KOI 1481.01,,,,0.058,5.101379454,0,,,1.001,KOI 1481,0.954,5869
KOI 1484.01,,,,0.0403,3.47020372,0,,,0.726,KOI 1484,0.744,4922
KOI 1547.01,,,,0.1978,30.6939525,0,,,1.092,KOI 1547,1.023,6147
KOI 1549.01,,,,0.1706,29.48105977,0,,,0.762,KOI 1549,0.901,5631
KOI 179.02,,,,1.3337,572.383277,0,,,0.965,KOI 179,1.006,6065
KOI 1599.01,,,,0.1473,20.4071345,0,,,1.02,KOI 1599,0.972,5823
KOI 1601.01,,,,0.0912,10.3507721,0,,,0.941,KOI 1601,0.854,5735
KOI 1601.02,,,,0.3037,62.9228557,0,,,0.941,KOI 1601,0.854,5735
KOI 1708.01,,,,0.201,32.7738304,0,,,1.006,KOI 1708,0.914,5911
KOI 191.04,,,,0.2164,38.6519976,0,,,0.903,KOI 191,0.87,5700
KOI 1710.01,,,,0.1039,14.20443009,0,,,0.74,KOI 1710,0.69,5362
KOI 1711.01,,,,0.2709,55.6738309,0,,,0.853,KOI 1711,0.935,5123
KOI 173.01,,,,0.0891,10.06082567,0,,,0.931,KOI 173,1.265,5692
KOI 1552.01,,,,0.3215,77.63425713,0,,,0.734,KOI 1552,0.755,4812
KOI 1553.01,,,,0.2948,52.75875577,0,,,1.225,KOI 1553,1.154,6244
KOI 1958.01,,,,0.1321,17.81595067,0,,,0.968,KOI 1958,0.933,5964
KOI 1959.01,,,,0.1959,36.5156053,0,,,0.749,KOI 1959,0.773,4915
KOI 2032.01,,,,0.1105,14.07971466,0,,,0.907,KOI 2032,0.883,5568
KOI 2033.01,,,,0.1126,16.54080322,0,,,0.694,KOI 2033,0.644,5094
KOI 2034.01,,,,0.0455,3.609308907,0,,,0.963,KOI 2034,0.868,5668
KOI 2035.01,,,,0.0284,1.931559839,0,,,0.822,KOI 2035,1.05,5642
KOI 1825.01,,,,0.114,13.5225106,0,,,1.08,KOI 1825,1.626,5659
KOI 1826.01,,,,0.4971,134.2527298,0,,,0.907,KOI 1826,0.826,5973
KOI 199.01,,,,0.0464,3.268695154,0,,,1.241,KOI 199,1.171,6418
KOI 1828.01,,,,0.3907,99.747622,0,,,0.797,KOI 1828,0.974,5620
KOI 1829.01,,,,0.1499,22.84151055,0,,,0.861,KOI 1829,0.822,5383
KOI 205.01,,,,0.0935,11.72012266,0,,,0.792,KOI 205,0.77,5215
KOI 1890.01,,,,0.0553,4.336429331,0,,,1.206,KOI 1890,1.557,6099
KOI 1892.01,,,,0.3008,62.561528,0,,,0.925,KOI 1892,0.841,5679
KOI 1961.01,,,,0.0296,1.907805199,0,,,0.954,KOI 1961,1.714,5537
KOI 1962.01,,,,0.2054,32.85862532,0,,,1.083,KOI 1962,1.47,5904
KOI 1964.01,,,,0.0319,2.229324792,0,,,0.871,KOI 1964,0.989,5547
KOI 1965.01,,,,0.0353,2.51462432,0,,,0.925,KOI 1965,0.841,5679
KOI 219.01,,,,0.072,8.025118213,0,,,0.77,KOI 219,0.704,5513
KOI 2037.01,,,,0.3259,73.7579317,0,,,0.847,KOI 2037,0.93,5029
KOI 2037.03,,,,0.0776,8.56266484,0,,,0.847,KOI 2037,0.93,5029
KOI 1830.01,,,,0.0933,13.22713379,0,,,0.619,KOI 1830,0.628,5080
KOI 1831.03,,,,0.199,34.2069395,0,,,0.901,KOI 1831,0.803,5355
KOI 1831.04,,,,0.1096,13.97946561,0,,,0.901,KOI 1831,0.803,5355
KOI 1893.01,,,,0.0445,3.554856915,0,,,0.926,KOI 1893,0.829,6068
KOI 1894.01,,,,0.0665,5.28789787,0,,,1.41,KOI 1894,3.79,4992
KOI 1897.01,,,,0.3096,59.7711437,0,,,1.101,KOI 1897,1.122,6214
